,taste,quantity,delivery,reviews,store_name
893,5,5,3,맛있게 잘먹었습니당,롯데리아-화곡역점
894,3,3,3,닉네임 작성하고 리뷰이벤트 참여한다고 작성했는데 안왔네요...오늘은 감튀가 너무 너무 딱딱하고.. 뻑뻑하고 영....,롯데리아-화곡역점
895,4,4,3,배달이 왔으면 왔다고 문자 좀 남겨주세요. 온지도 몰라서 기다리다 늦게 가져와서 다 식은 상태로 먹었네요..^_^;,롯데리아-화곡역점
896,1,1,2,에휴...급해서 시킨거지 진짜 롯데리아는 최악,롯데리아-화곡역점
897,5,5,2,지난번에 너무 잘먹어서 이번에도 시켰습니다. 서비스 주신 콘셀러드도 너무 잘 먹고 햄버거도 맛있었는데 벨을 누르지 말아달라는 요청에도 불구하고 새벽 2시반에 벨을 눌러서 가족들이 자다가 다 깼습니다...,롯데리아-화곡역점
898,1,4,5,역대 롯데리아중 최악의맛이네요 .... 햄버거는 식다못해 차디차고 감튀는 무슨 하루지난거같이 말라비틀어지고 ... 화이어윙은 종이기름에 기름이 덕지덕지 시켜먹은것중 최악이네요,롯데리아-화곡역점
899,5,3,5,리뷰이벤트 참여했는데 아무것도 안주셨어요 ㅜㅜ...,롯데리아-화곡역점
900,3,4,3,다 괜찮았습니다만... 배달중에 많이 흔들렸나봐요. 콜라가 좀 새서 콜라가 담긴 컵과 봉지내에 콜라가 좀 흩뿌려져있더라고요.,롯데리아-화곡역점
901,2,3,5,제가 마지막 주문이였던거 같은데..와규버거가 아예 식은 상태로 왔어요...레인지 데워 먹엇네요 원래 평소엔 이정도는 아닌데 무슨일 있으셨나 싶네요,롯데리아-화곡역점
902,5,5,2,맛있고 양 적당했어요.,롯데리아-화곡역점
903,4,4,2,오랜만에 햄버거 생각나서 주문했는데 맛있게 잘 먹었습니다~,롯데리아-화곡역점
904,3,3,5,저번에도 시켜서 먹었는데 똑같은 리뷰를 또 남기네요 저희집이 먼거리가 아니라 배달은 빠르게 왔어요 하지만 버거가 너무 식어 있어요 날씨탓에 그런건 알지만 만들어 놓고 판매하는건 아닌지 의문이 들어요 버거가 식어서 그런짐 고기에서도 냄새가 좀 낫구요 그냥 먹었지만 담부터는 안시키고 싶어집니다,롯데리아-화곡역점
905,1,1,1,아 진짜 롯데리아 사람 짜증나게하네;,롯데리아-화곡역점
906,5,5,1,"배달원 인성이 바닥이네요. 코로나 시대에 더구나 2.5단계면 비대면 배송 당연한것 아닌가요? 배달요청 제대로 안보고 문안연다고 쾅쾅대더니, 본인 잘못 알고 난 뒤에도 사과는 커녕 콜라를 패대기치고 갔네요. 나중에 나가보니 다 엎어져서 줄줄 흐르고.. 애들이 버거킹 주문하자는거 새우버거 먹고싶어 겨우 설득해서 주문한건데 이래저래 롯데리아 참...",롯데리아-화곡역점
907,4,2,5,햄버거 속이 비었네요,롯데리아-화곡역점
908,5,5,1,이벤트때문이긴 했지만 그래도 너무 느려요ㅜ 한시간 반이라뇨ㅜ,롯데리아-화곡역점
909,2,1,1,배달해주시는기사님이좀매너가없으신것같네요.... 집에서아무소리를못들었는데문앞에두고가시고 토네이도딸기가원래배달할때일회용숟가락이넣어져서오나요--;;보고기분이좀.... 제발배달하실때집에서좀들을수있게노크를해주시던지아님벨을좀누르시던지해주세요 아무것도모르다가문앞에나갔다가있는거보고짜증나고화가나네요,롯데리아-화곡역점
910,4,1,5,이게 와규에요? 너무 대충만든거아닌가요?,롯데리아-화곡역점
911,1,2,1,배달시간이 지나도 안오네요,롯데리아-화곡역점
912,3,3,4,"세트에 감자튀김 추가햇는데 감자튀김 추가한게 안왓네요.. 케찹도 하나도 안오고,, 다음엔 잘 챙겨주세요",롯데리아-화곡역점
913,3,3,5,그럭저럭먹을만했습니다^^ 근데음료가흘렀네요ㅠㅠ,롯데리아-화곡역점
914,4,3,3,배달도 예상보다 빨리왔고 맛있었어요,롯데리아-화곡역점
915,1,1,5,별로로로..예요 ㅠ ㅠ,롯데리아-화곡역점
916,2,5,2,배달이 늦고 감튀가 너무 딱딱하네요,롯데리아-화곡역점
917,1,1,1,콘샐러드 안왔습니다!!! 환불 요청 바랍니다,롯데리아-화곡역점
918,3,3,3,맛있게 잘 먹었습니다.,롯데리아-화곡역점
919,5,5,2,맛있어요. 배달메모좀 읽어주세요.,롯데리아-화곡역점
920,2,3,3,햄버거에 소스 많이뿌려달라했는데 완전무슨 바른둥만둥 엄청조금이였어서 싱겁고 별로였어요.,롯데리아-화곡역점
921,5,4,3,주문누락건이 있었지만 매니저님께서 빠르게 처리해주시고 친절하게 대응해주셔서 기분좋게 식사 마무리했습니다 주문만 배달이 예상시간에 도착하면 더 좋을거 같습니다!,롯데리아-화곡역점
922,5,3,5,요기요 할인타임♡ 아주 싸게 집에서 잘~~먹었습니다 나의~핫크리스버거 이런이런 패티가 변한건지 할인이라서 이런건지 점심타임이라 이런건지... 실망 스러웠네요 두툼한 패티가 사각형의 살빠진 패티 조금 아쉽지만 싸게 맛있게 잘먹었습니다,롯데리아-화곡역점
923,4,4,3,콜라가 좀 샜고요 빨대를 안주시면 어떻게 먹으라는건지 모르겠네요ㅎㅎ,롯데리아-화곡역점
924,5,3,5,배달빨라요 햄버거 내용물이나 퀄리티 다른 지점에 비해 괜찮습니다,롯데리아-화곡역점
925,1,1,1,배달왔으면 문을 두드리든 벨을 누르든 뭔가 액션은 해줘야지 요청사항에 문앞에 두고 전화나 문자 달라고 했는데 그냥 두고 쌩이네요? 저번에도 그랬는데 처음이니까 이러고 넘겼는데 장난합니까?,롯데리아-화곡역점
926,4,3,1,연락 달라고 했는데..두고 그냥 가셨네요..헴버거가 얼음이에요,롯데리아-화곡역점
927,3,3,2,요기롯데리아는다좋은대배달이너무느려요,롯데리아-화곡역점
928,1,1,1,주문하자마자 배달 지연 문자가 와서 배달이 약간 늦는 건 이해 할 수 있음 근데 1시간 20분이 지나도 음식은 안오고 연락도 없고 뭐지 싶어서 나가보니까 현관문 앞에 음식 두고 연락도 없이 가버렸는데 언제 왔는지도 모르는 음식은 이미 다 식어있고 너겟같은거 몇조각 넣어놓고 만원을 받지를 않나 내가 초능력자도 아니고 전화 문자 그 어떤 연락도 없는 배달이 언제 올지를 어캐알고 기다림? 진짜 최악 처음으로 본사 번호 검색해보겠네,롯데리아-화곡역점
929,3,3,3,다 식고 감튀도 눅눅해져서 왔습니다..,롯데리아-화곡역점
930,3,1,5,배달은 잘왔는데 양배추 양이 너무 적네요 다신 안시킵니다,롯데리아-화곡역점
931,1,1,1,배달이 사십분이 지나도 안오고 전화통화음 오래 가다가 갑자기 그때부터 통화중 누락되거나 늦어서 연락을 못해주더라도 전화는 받아야지 취소할라고 하니까오네 바쁘면 30 분안에 온다고 설정하지말던가,롯데리아-화곡역점
932,3,3,3,양념감자2개 시켰는데 일반 감자튀김 두개왔어요,롯데리아-화곡역점
933,3,4,4,화이어닝이 너무 퍽퍽하게 왓네요.. 예전 맛이 생각나네요,롯데리아-화곡역점
934,4,3,4,맛있어서 가끔 맥주한잔할때 시켜요,롯데리아-화곡역점
935,2,4,5,롯데리아 ...지파이가 점점 껍질만 느껴지는겅 기분탓인가 전에는 고소했는대 먼가 느끼해졌네 ....,롯데리아-화곡역점
936,4,3,4,구성이 ㅠ조금 아쉽네요,롯데리아-화곡역점
937,3,3,3,베ㅔㅔㅔㅔㅔㅔㅔㅁ! 마싯음,롯데리아-화곡역점
938,4,3,5,아들이 노래하던 밀리터리버거 드뎌 시식했네요 너무맛나다고 딸기잼에 신나게 만드러서 먹었어요 담에도 먹자구 하네요 ~~~♡♡,롯데리아-화곡역점
939,4,3,5,배달빠르고 양은 좀 작네요.,롯데리아-화곡역점
940,1,1,1,시켰는데 배달 시간 넘기고 음식도 다 식어서 환불 받고 싶어요,롯데리아-화곡역점
941,1,1,1,벨누르지말라고했는데 아주 벨을 오지게 신나게 사정없이 눌러버려 주시네요 벨소리에 춤출뻔했어요 신나서,롯데리아-화곡역점
942,4,2,1,하...... 배달 기사분 벨 누르는 소리에 엄청나게 혼났습니다 ㅜㅜ 왜 요청 사항 써도 안 보시나요? 한두 번이 아닌데...... 문앞배달이라고 적었는데 ㅜㅜ,롯데리아-화곡역점
943,1,1,1,토마토없는 와규세트시켰는대 토마토가 너무나 당당히들어가있는 햄버거와서 전화햤더니 금방 다시 보내준다고해서 기다렸다 한시간이 지났다 음식은 다식고 콜라다녹았는대 전화하니 대행업체탓으로 돌린다 사전에 미리 고지도 안해주고선 음식이미 다 맛갔다 기분 나쁘다,롯데리아-화곡역점
944,2,4,5,사진은 못찍었네요.. 그런데 폴더버거 두종류 다 시켜서 먹어봤는데 빵두 두껍고 부드럽지가 않아서 전 별로네요.. 솔직히 맛두 ..기대보단 ㅠ 그냥 화이어닝만~^^,롯데리아-화곡역점
945,3,5,5,늦게 시켜서 그런지 패티나 다른것 또한 바짝 말라서 왔습니다,롯데리아-화곡역점
946,1,1,1,배달느리고 빨대안오고 콘샐러드안오고 저나도안받고 최악이네요,롯데리아-화곡역점
947,1,3,5,추억은 추억으로 이런맛이었나? 가격이 케이스에서 올랐나봄,롯데리아-화곡역점
948,4,3,4,배달도 생각보다 빨리왔어요 맛은 언제나 먹어도 맛있는 그맛 ㅋㅋ 맛있게 질막었습다~^^,롯데리아-화곡역점
949,3,3,3,맛있게 잘먹었습니다,롯데리아-화곡역점
950,4,4,3,적절하게 항상그맛이네요 잘먹었어요.,롯데리아-화곡역점
951,3,2,1,배달이 한시간 30분이나 걸려서 취소했는데.. 다시 주문했더니 또 한시간이네요~,롯데리아-화곡역점
952,3,4,5,화이어닝 너무 좋아하는데 갈수록 맛이..ㅠ 튀김옷두 두꺼워지고 잘 안익은듯 하고.. 오늘은 너무 쎄개뛰겨졋네요..ㅠ한입 먹어봣는데 햄버는 새로나온거라 시켜봣어요,롯데리아-화곡역점
953,4,4,1,맛있었어요...........,롯데리아-화곡역점
954,1,1,5,양념감자 시켰는데 시즈닝이안왔네요 바빠서그냥 먹엇는데 돈추가하면서 시킨건데 실망이네요,롯데리아-화곡역점
955,3,2,5,빠른 배송에 버거도 맛있었어요. 그런데 오늘 팥빙수는 실망입니다. 여름에 롯데리아 빙수 자주 먹었는데 오늘처럼 실망한적 없어요. 팥이 너무 없어요. 그 외 떡이나 후레이크도.. 얼음만 많고.. 맛있게 잘 먹었던 기억이 있기에 실망감이 더 크네요.ㅜㅜ,롯데리아-화곡역점
956,4,3,3,만점리뷰약속 이벤트 아니엿나요?,롯데리아-화곡역점
957,1,1,1,개짜증나네요 ㅋ 무슨 배달 예상시간보다 20분 늦게와놓고 미안하단 말한마디 없이 문앞에 던지고 제가 집어가니까 멀리서 확인하고 가져가네요? 대기업 서비스가 이정도입니까? 진짜 다신안시켜야지 진짜 개똥이네요,롯데리아-화곡역점
958,1,1,1,감튀며 치즈스틱이며 죄다 식고 굳어서왔어요,롯데리아-화곡역점
959,1,1,1,시원하고 좋아용ㅎㅎ,롯데리아-화곡역점
960,5,5,1,바쁜지 배달이 많이.늦엇네영..라이너분들은 길두 잘 못찾궁..제길 ㅎ나가서 받앗어요 저번에두 그렇궁.. 많이파세용~ 잘먹엇습니다 식어서 좀 그래용 ㅎ,롯데리아-화곡역점
961,2,2,5,배달은 빨랐는데 양념감자 시켰는데 소스가없어 감자만 먹음 내 500원 ㅜㅜ,롯데리아-화곡역점
962,3,3,3,배달이 밀린건지는 모르겠는데... 감자튀김 눅눅해서 말랑 말랑 해진거랑 문 똑똑 하길래 나가봤는데 음식 바닥에 놔두고 간거 좀 기분이 별로네요.,롯데리아-화곡역점
963,1,1,1,분명히 배달위치 정확하게 적었는데도 다른곳으로 배달가서 비맞으며 헤메다가 찾앗더니 전부 식어있고 뭐 대충 먹긴했지만 이제 안시킵니다,롯데리아-화곡역점
964,3,5,5,"최근에 밤샘 후 아침에 시켰을 때, 소스도 너무 풍부하고 정말 맛있게 잘 먹어서 이틀만에 또 시켰습니다. 근데 오늘은 소스 넉넉하게 달라고 코멘트도 남겼음에도 소스가 정말 너무 부족하게 왔네요.. 거의 없는 수준ㅜㅜ 만점 리뷰 약속했지만 그래서 맛에서 별 두 개 뺐어요 퍽퍽하고 소스 맛도 거의 안 나긴 했지만, 그래도 맛있게 잘 먹었고 서비스로 받은 콘샐러드도 버거에 너무 잘 어울렸어요!👍🏻",롯데리아-화곡역점
965,5,4,1,식어서왔는데 요즘 띵떵안하고 가시는것이 유행인가요 배달이 늦어져서 혹시나하고 문을 열어보니 덩그라니 택배 인듯,롯데리아-화곡역점
966,5,5,1,요청사항에 벨 눌르지말아달라고 당부를하였는데 두번이나 누르셨어요 그리고 빨대가 없이 왔네요 집에 있는 빨대로 먹습니다,롯데리아-화곡역점
967,1,5,5,ㅜㅡㅜ 저번에는 양념감자 칠리소스 누락 이번에는 리뷰 누락이요~ ㅋ 다른거 다떠나서 이번에온 새우버거 ... 맛이 뭔가 ㅜㅜ 역했어요 보관문제인가여 아무튼 엄청 비릿하고 역한냄새가 올라와서 조금먹다 버렸어요...냄새도 역하고 상한 새우 냄새 같이 올라와요 ㅜㅜ 원래 새우버거 도 자주 시켜먹는데 최악이엿아요..담엔 쓴경 써주시길요 매장연락두 안되서 글남겨용 오늘은 음료가 가장 맛잇네요..,롯데리아-화곡역점
968,3,3,3,"배달 느린건 이해하겠는데 배달예상시간을 늘려주시던가, 햄버거 감자 다 식어서 차갑고 얼음 다 녹아서 콜라 맛없고 빨대없고...총체적 난국",롯데리아-화곡역점
969,4,3,3,배달 개야애야애애애애애느림,롯데리아-화곡역점
970,3,3,3,롯데리아니까아~ 흐흣,롯데리아-화곡역점
971,3,4,4,핫크리스피버거는 닭냄새?약간 비린 특유의 닭비린내가 나네요ㅠㅠ,롯데리아-화곡역점
972,3,4,3,평소 자주 먹는데.. 이번엔 실망이예요. 예정시간보다 50분이나 늦은건 배달이 많아 그럴수 있다치지만.. 치즈스틱은 종이에 달라붙어 떨어지지않고 젖어있고.. 나머지도 다 식어있었어요. 평소 너무 좋아하는데 이런적 첨이라 당황스러웠네요.,롯데리아-화곡역점
973,4,3,1,햄버거시킨곳에가장느렷네요..1시간넘게걸린건처음. 비도안오는데..,롯데리아-화곡역점
974,5,5,3,칠리시즈닝이안왔어요...치즈시즈닝만왔네요ㅠㅠ,롯데리아-화곡역점
975,3,3,5,배달 늦게 온거 미리 공지 해주셔서 감사합니다.... 근데 배달 한참 전에 만드셨나요 치즈가 딱딱 합니다.... 배달 늦게해도 오기전에 만들어주셨으면 ㅜㅜ,롯데리아-화곡역점
976,5,4,1,제발 예정시간 잘좀 표기해주세요 25분 표기하고 오는데 한시간이 넘게 걸리고..,롯데리아-화곡역점
977,3,3,3,생각보다 사이즈가 많이 작아요 그리고 소스가 좀 부족하고 토마토 맛이 강해요 토마토 햄버거 같았습니다,롯데리아-화곡역점
978,1,1,1,리뷰이벤트 남겼는데 아무것도 없네요 불고기버거는 식어서 맛없고 배달은 50분 걸림,롯데리아-화곡역점
979,2,2,1,배달도 너무 늦고 감자튀김은 눅눅해서 먹을 수가 없었음,롯데리아-화곡역점
980,3,5,5,배송은 빨리 왔는데 음식은 식어왔네요.,롯데리아-화곡역점
981,3,3,1,콜라 얼음 다녹아서 왔어요 라이더가 몇건을 뛰고왔길래,롯데리아-화곡역점
982,3,4,3,첨시키는건데 패티가많이 딱딱하네여!ㅠㅜㅜ잘먹엇어여,롯데리아-화곡역점
983,3,3,3,그냥 먹을만 했습니다,롯데리아-화곡역점
984,3,4,5,잘먹었습니다....,롯데리아-화곡역점
985,4,5,3,주문폭주로 배달 늦어진건 이해되지만 음식이 차가워져서 왓어요,롯데리아-화곡역점
986,4,3,5,역시 롯데리안버거는 치킨버거 데리버거가 짱입니다 치즈인더에그도 맛있어용,롯데리아-화곡역점
987,3,3,3,맛있게 잘 먹었습니다,롯데리아-화곡역점
988,5,5,3,"롯데리아 와규버거 맛있네요. 서비스로 준 닭봉도 잘 먹었습니다. 다만, 배달이 1시간이나 걸려 감자튀김이 눅눅해졌네요 ~",롯데리아-화곡역점
989,1,1,1,25~30분 걸린다고 해서 주문했으나 40분만에 배달옴. 제가 먹은 모짜렐라인더버거에 패티는 너무 딱딱했고 베이컨도 딱딱하고 양상추도 조금 소스도 조금..너무 퍽퍽했어요. 빠른 배달시간만 보고 화곡점에서 시켰는데 다시 시키지는 않을것 같네요.,롯데리아-화곡역점
990,5,3,5,빠른 배송 만족합니다.,롯데리아-화곡역점
991,4,4,1,배달이 너무 늦게 왔어요 ㅠㅠㅠ,롯데리아-화곡역점
992,3,3,3,"감자튀김,치즈스틱 바로 해서 배달온거 아닌가봐요.. 다 식어서 살짝의 따뜻함도 없네요ㅡㅡ;;; 튀김은 따뜻해야 제 맛인데요ㅠ 햄버거도 마찬가지구요 정말 실망스럽네요",롯데리아-화곡역점
993,5,5,3,버거 하나가 누락되서 전화했었는데 매장이 엄청 바쁜것같더군요~ 기다리느라 오래걸리긴했지만 맛있게 잘 먹었습니다. 번창하세요!!,롯데리아-화곡역점
994,5,5,3,배달아 늦었지만 맛있어요~! 또 시켜먹을게요,롯데리아-화곡역점
995,3,4,4,아이가 좋아해요~~^^,롯데리아-화곡역점
996,5,5,1,눅눅하게왔어여ㅜㅜ 아스크림이 녹았어요ㅜㅜ 배달이 늦었지만 그래도 맛있어요~,롯데리아-화곡역점
997,3,3,3,"데리소스는 어디로 갔는가.. 화곡역점은 소스,가루류 잘 안챙겨주는것같네요",롯데리아-화곡역점
998,4,4,2,배달이다른곳으로갔어요주소지가 분명히 다르곳인데 가끔 혼돈하시긴 하지만 아이스크림을 시킨터라 조금 화나더라구요,롯데리아-화곡역점
999,4,4,2,문 앞에 놔달라고 하긴 했는데. 안심 번호 풀어놨으니 문자나 전화 기록 하나라도 남겨줄줄ㅠㅠ.. 언제 온지도 모르겠고 식어서 뻐억뻐억..,롯데리아-화곡역점
1000,1,1,1,다리 날개 먹고 몸통 먹으려고했는데 이러네요 기름이랑 핏물이랑 범벅이라 손도 못대고 그대로 버렸네요 포장할 때 확인 좀 하시지..... 핑킹현상이면 그냥 먹는데 핏물은...,롯데리아-화곡역점
1001,3,5,3,그럭저럭 먹을 만함,롯데리아-화곡역점
1002,5,5,2,굿굿 롯데리아 정말 맛있습니다,롯데리아-화곡역점
1003,3,3,4,맛있긴한데 치즈때문인지 많이 느끼해여...,롯데리아-화곡역점
1004,2,2,5,폴더버거 안에 야채랑 고기가 너무 적어서 그냥 쫀득한 빵 위에 치즈 녹여서 먹는 맛이였어요ㅜㅜ 롯데리아 치즈가 맛있어서 그냥 치즈맛으로 먹었어요ㅜㅜ,롯데리아-화곡역점
1005,2,5,5,햄버거는 생각보다 별로네요,롯데리아-화곡역점
1006,2,3,5,매장을 낮에 직접 방문하여 먹는게 제일 낳은듯 합니다.비오는데 배달하시는분만 고생하셨네요.처음으로 돈아깝단 생각이 드네요,롯데리아-화곡역점
1007,3,3,3,배달 빨라요 원래 클레식버거에 피클한조각들어가는지는 모르겠는데 버거가 너무 성의없게 만들어졌어요 유독 새벽~아침 시간만 그런거같아요,롯데리아-화곡역점
1008,3,4,4,음료수도 너무 얼음이 녹아 있고 전체적으로 햄버거도 그렇고 치즈스틱도 그렇고 다 식어 있었음,롯데리아-화곡역점
1009,5,4,2,항상 먹는 메뉴예요 맛있어요 배달 55분 걸림,롯데리아-화곡역점
1010,2,2,1,집앞에 두고 문자좀 달라니까 예상시간 훨씬넘어도 안오길래 혹시나해서 문열어보니까 햄버거랑 콜라 다식어있네 개빡치네 진짜 ㅋ,롯데리아-화곡역점
1011,2,2,4,양념감자가 밑에 깔려있어서 눅눅해져서 왔네요,롯데리아-화곡역점
1012,1,1,4,감자튀김이랑 햄버거가 다 말라비틀어져서 왓습니다 배달 예정시간은 잘맞췃었는데 포장상태로 오래둬서그런건지.. 너무 실망스럽네요,롯데리아-화곡역점
1013,2,2,4,치킨 4조각중에 한조각(다리)빼고 3조각은 안익은건지~속살이 적색. 냄새~~~반품하고 싶지만 그냥 버립니다...치킨댄더?는 맛있었어요,롯데리아-화곡역점
1014,1,1,1,티렉스버거 양상추에서 자꾸 쉰맛이 나길래 열어봤더니시들하다못해 색이 변해있네요...햄버거 맛이 이상할정도로 양상추 쉰맛이나네요...,롯데리아-화곡역점
1015,5,5,3,감튀랑 치즈스틱 바삭한 상태로와서 너무 기분좋았어요 !! 햄버거도 따뜻했구여 ^^ 롯데리아는 매번 화곡 지점에서 시켜먹울듯,롯데리아-화곡역점
1016,1,3,1,음식이 다 식고 감자튀김은 눅어서 다 말랑하고 음료는 전혀 시원하지도 않고 배달 시킨지 1시간 넘어서 왔구 배달을 여러곳 다니다가 마지막에 가져왔는지...,롯데리아-화곡역점
1017,3,3,3,맛있어요 10자이상,롯데리아-화곡역점
1018,1,1,5,리뷰이밴트 하겠다고 했는데 아 무 것 도 안왔고 감자튀김은 매뉴얼상으로 정해진 소금량이 얼추 정해져 있었을 건대 많이 짰어요.햄버거 원투데이 먹은 사람이 아니라서 도저히 이해가안되는데 한우버거가 패티가 완전 차갑고 차가움으로 인해 냄새가 났습니다. 그에반해 치킨버거는 더할나위없이 따끈했습니다 머리끝까지 화가 나네요 어찌 그러실 수 있습니까?? 극과극이었다는 점에서 화가났습니다. 아이스티는 맛있었어요 여태 자주시켜 먹은 버거중에 한우버거만큼은 대실망이었습니다. 먹자마자 바로 리뷰 씁니다,롯데리아-화곡역점
1019,5,5,3,바쁜점심시간이라 배달은 좀 늦었지만 다름점들은 매우만족하고 좋았어요 굿굿~!,롯데리아-화곡역점
1020,3,4,4,리뷰이벤트로 윙 받았어요~잘먹었구요~ 날이 갈수록 버거가 작아지는 느낌적인 느낌이 있네요 ㅎㅎㅎㅎ,롯데리아-화곡역점
1021,4,4,2,😅,롯데리아-화곡역점
1022,1,5,5,롯데리아가 롯데리아했다....,롯데리아-화곡역점
1023,3,3,5,음.. 맛은 그냥저냥인듯.. 잘먹었습니다,롯데리아-화곡역점
1024,4,1,1,배달 개느림,롯데리아-화곡역점
1025,3,5,5,다른 곳에 비해 배달도 빠르고 음료는 새지 않게 감자튀김은 눅눅해지지 않게 포장들이 센스가 돋보였어요 전반적으로 맛있게 먹었는데 하나 아쉬운게 햄버거에서 야채가 맛이 없었어요 안 신선하고 부실한 느낌... 나머진 다 만족합니다,롯데리아-화곡역점
1026,3,3,3,배달이 빨라서 아주 좋아요 오징어링 시켰는데 칠리소스 안나오는건 좀 아쉽네요,롯데리아-화곡역점
1027,4,5,3,문앞에 놓고 가달라그랬는데 왔는지도 모르게 연락도 없이 그냥 놓고 가셨더라구요 좀 식은거 먹어서 기분이 좋지는 않았지만 맛은 있었습니다,롯데리아-화곡역점
1028,5,4,2,사진은 업구요 리뷰만요,롯데리아-화곡역점
1029,3,4,5,맛있게 먹었습니다.,롯데리아-화곡역점
1030,1,1,1,양상추 정량인가요? 심지어 요청란에 많이넣어달라했어요 저번에도 이렇게와서요 이번엔정량지키시라고 요청란에 넣은거에요 소스도 너무 많이 아끼셔서 테두리 한입 두입 먹는데 빵과 패티뿐 뻑뻑해서 안넘어가요 요즘 롯데리아 양상추 정량지키라 하지않나요? 뭐라고 써야 제대로 만들어주나요?,롯데리아-화곡역점
1031,3,3,3,사진리뷰 약속했는데 아무것도 안왔네요 치킨버거 사진이랑 엄청 다르게 생겼네요,롯데리아-화곡역점
1032,5,3,5,리뷰 상품이 안왔네요 ㅜㅜ 빨대는 두개 왔네요 설마 빨대가 서비스 ㅎㅎ 주문상품은 잘 먹었습니다,롯데리아-화곡역점
1033,5,5,3,맛과 양은 동일한데 배달 간 음료가 1/4정도는 쏟아져서 왔네요. 조금 아쉽습니다.,롯데리아-화곡역점
1034,4,4,1,"배달이 많아 바쁜건 알겠지만 주무접수한지 50분 넘어서 왔는데 음식은 다 식고, 콜라 얼음도 다 녹아 없고, 감자 프라이는 기름범벅 매장에 전화해 다시 받았습니다",롯데리아-화곡역점
1035,3,4,5,야밤에 시켰는데 그럭저럭 잘 먹었습니다.,롯데리아-화곡역점
1036,4,3,5,배달이 빨라서 좋았습니다. 가격에비해 양은 없지만 배고파서 허겁지겁먹었네요.,롯데리아-화곡역점
1037,4,3,4,롯데리아 맛이네요.,롯데리아-응암점
1038,5,5,3,항상 롯데리아는 배달은 느리지만 맛있네요,롯데리아-응암점
1039,1,1,1,문앞에 배달하고 문자달라고해놧는데 왜 연락을 안주는거에요 30분이내 배달이라길래 기다렸는데 40분이지나도 안오길래 혹시나싶어 나가보니 문앞에두고 나갔네요 감자튀김 다 식고 정말 짜증,롯데리아-응암점
1040,1,1,1,음식을 매장 멋대로 버거 안 치즈를 녹여서 줍니다. 감자도 식고 콜라는 밋밋하고.. 거리가 멀면 모르겠는데 보도로 10분 거리 위치해 있는 매장입니다. 요청사항에 새로 만들어서 갖다달라고 따로 말도 남겨놨었는데 다시 옛날 롯데리아 응암점 보는 것 같네요.,롯데리아-응암점
1041,4,3,5,괜찮아요,롯데리아-응암점
1042,1,1,1,배달이 안와요.,롯데리아-응암점
1043,1,1,1,롯데리아 응암점 전화받으시는 남자분 너무 서비스 마인드가 별로네요 왜이리 기분나쁘게 말씀을 하는지 참,롯데리아-응암점
1044,4,1,4,햄버거가 너무 작아요.. Double 이랑 모짜렐라인더버거인데 초코파이 2개 겹친 두께인게 좀 속상하네요,롯데리아-응암점
1045,5,3,5,너무 맛있다 또먹어야지,롯데리아-응암점
1046,5,3,5,맛있게 잘 먹었습니다^^,롯데리아-응암점
1047,2,1,4,불고기버거세트 7000원.. 만드는 알바님. 판매하는 점주님~ 본인은 이 돈주고 이런거 사먹겠음?! 매장에서 먹었으면 당장 컴플레인 했을텐데.. 배달이라서 이런식으로 장사하나요? 정말.. 웬만하면 그냥 그러려니 하겠는데 너무하네요,롯데리아-응암점
1048,3,3,5,클래식치즈버거에 피클 안들어가나요?그림엔 있는데. 패티2 치즈1 토마토 추가해서 먹었어요. 피클은 전혀 없고 양파는 너무 조금 들어있네요. 너무해요,롯데리아-응암점
1049,3,3,1,셋트 두개 햄버거 하나추가 국룰이죠?! 하지만 캐찹은 4개주면서 포테이토 후라이 없이 햄버거 음료만 보낸건 못참죠 .. 답답한 맘에 전화햇지만 5번이상 전화걸어야 겨우 받아주시니 알바한분 더 써주시는게....,롯데리아-응암점
1050,4,3,4,맛있어요 배달도 빠르고 괜찮아요,롯데리아-응암점
1051,3,4,5,할인받아서 좋았어요,롯데리아-응암점
1052,5,5,3,쥐도 새도 모르게 문앞에 놓고 가셨네요. 맛있어요.,롯데리아-응암점
1053,1,1,1,시간지나서 다 식어서 왔어요.,롯데리아-응암점
1054,3,4,5,아재버거 토마토 베이컨 추가했는데 베이컨은 아무리 찾아도 안보이더라구요 500원 추가요금냈는데ㅠᆢㅠ,롯데리아-응암점
1055,2,2,2,아주 빵떡이 되어서 다 식어왔어요ㅜㅜ,롯데리아-응암점
1056,5,2,5,전체적으로 야채가 없어졌네요..두께가 절반으로 줄었네요 아이들은 좋아합니다ㅜㅜ,롯데리아-응암점
1057,4,4,3,새벽이라그런지 너무늦게오긴했네요ㅜㄷㆍ,롯데리아-응암점
1058,3,4,5,배달도 나름 금방 오셨는데 햄버거는 역시 식어서 오더라구요 전자레인지 돌려먹을까하다 그냥 먹었지만 아쉬워요 겨울이라 이해해야져 머 ㅜㅜ,롯데리아-응암점
1059,1,1,1,그닥.. ... ..... .. ..,롯데리아-응암점
1060,1,1,5,"유난히 이지점은 버거에 소스,채소가 너무 부실한듯해요 매번 요청사항에 소스 좀 많이 발라달라 쓰지만 전혀 안보나봐요? 오늘도 요청사항 무시하고 보란듯이 퍽퍽하게 보내신게 넘 화나네요.",롯데리아-응암점
