,taste,quantity,delivery,reviews,store_name
0,1,5,5,치킨은 치킨 전문점에서...,롯데리아-소공2호점
1,5,3,5,숰살치킨하프팩 양 실화? 한 10개 들어있던거같아요..가성비제로.. 햄버거는 맛있게 잘먹었어요~,롯데리아-소공2호점
2,5,5,3,맛있어요 새우버거,롯데리아-소공2호점
3,5,5,3,프로모션때문인지 배달은 좀 늦었는데 맛있게 잘먹었어요~~,롯데리아-소공2호점
4,3,1,1,감자 튀김 하나 못 왔어요 ㅜㅜ 바달 시간 넌무 느려요.....,롯데리아-소공2호점
5,4,3,3,야채라이스불고기 콤보 양이 좀 적게 나와서 아쉬웠어요.,롯데리아-소공2호점
6,4,4,2,육천원 할인된다기에 주문해봤습니다~,롯데리아-소공2호점
7,5,5,1,베이컨 토핑이 빠져서 왔어요. 말씀 드리니깐 다시 해서 가져다 줬어요,롯데리아-소공2호점
8,3,3,1,오늘은 배송이 많이 느리네요.,롯데리아-소공2호점
9,3,3,4,"오늘 점심은, 모짜렐라 치즈 버거와 바싹한 치킨으로..",롯데리아-소공2호점
10,3,3,3,맛있게 잘먹었습니다.,롯데리아-소공2호점
11,3,3,5,빠른 배송 좋아요...,롯데리아-소공2호점
12,1,1,1,밸루 밸루 밸루 밸루 밸루,롯데리아-소공2호점
13,1,3,1,배달20분늦음 다식어옴 ㅋ,롯데리아-용산역사점
14,4,3,4,배달은 30분 걸렸고 배달비 할인이라 좋았어요. 맛있게 잘 먹었습니다,롯데리아-용산역사점
15,5,4,3,배달이 늦어지면서 감자칩이 다식고 음료가 칩에 쏟아져서 다시 보내달라고 요청하니 다시보내주셔서 잘먹었습니다.,롯데리아-용산역사점
16,1,1,1,음식이 안오네요 다시는 주문안하고싶어요,롯데리아-용산역사점
17,4,5,3,맛은 롯데리아 맛.. 숙대점에서 오는거랑 배달속도에 별 차이가 없네요. 바로 집 앞인데;;,롯데리아-용산역사점
18,1,2,2,믿고먹는 롯데리아 롯데리아,롯데리아-영등포역사점
19,3,5,5,가까운곳이여서인지 배달도 적당한 시간에 잘 와주시고 아쉬운점은 너무 식어서 차갑게 왔네요,롯데리아-영등포역사점
20,1,3,5,사각새우버거 : 느끼함 일반새우버거가 나음 빅불고기버거 : 불고기소스가 너무 적음 패티와 치즈맛만 나니 편의점 버거맛과 유사 결론 : 다시는 안시킴,롯데리아-영등포역사점
21,4,4,2,예상보다 빠르게 도착해서 좋았네요,롯데리아-영등포역사점
22,3,4,5,이거에그는시키지마세요,롯데리아-영등포역사점
23,5,3,3,역시 맛있어서 잘먹었네요,롯데리아-영등포역사점
24,5,3,3,감자튀김 딱딱... 오징어튀김 치킹너겟은 식구... 햄버거만 덜 차갑고... 너무 좋아하는 매장이고 그냥 방문해서도 자주먹는데...실망이엇어요 별다섯개는 못드리겠어요ㅜㅜ너무주고싶은데 이번엔 조금 실망...,롯데리아-영등포역사점
25,1,1,1,정말..기분이더럽네요 배달 많이 시켜먹어봤지만 이렇게 불친절한건 처음이네요 주소지 분명 3층이라고 적었고 도착후 연락주면 수령하겠다는 메시지기재했습니다 3층으로와서 연락줄거라고 전생각했고요 1층에서 연락주셔셔 회사라서 나갈수가없고 3층으로 올라와 달라고말씀 드렸더니 아뭐지 하시더니 전화통해 여보세요 물어봐도 대답도하지않으시다 전화끊으시고 3층도착하실거같아 나갔더니 음식주시면서 왜 도착후에 전화하라고 기재해놨냐고짜증내시며 3층와서 전화달라고 하지 한숨쉬시면서 위아래로 훑어 보고 가네요ㅋㅋ 다신안시킵니다이런곳에서 먹지마세요,롯데리아-영등포역사점
26,4,3,4,할인이벤트로 맛있게먹었어요,롯데리아-영등포역사점
27,3,3,3,언제나 그렇듯 쏘쏘합니다,롯데리아-영등포역사점
28,1,1,5,배달이라 그런가요 햄버거가 속이 다 비고 패티도 살짝 타서 왔네요 다시는 안시켜먹을듯,롯데리아-영등포역사점
29,4,5,3,리뷰생각 없었는데 먹자마자 바로 찍어서 올립니다 ㅋ ㅋ 지파이 진짜 너무 맛있어요 햄버거는 안먹어봤던거 호기심때문에 질러버려서 취향에 안맞았지만 다른 메뉴들은 다 맛있었어요 강추!dd,롯데리아-영등포역사점
30,4,3,3,눈이 와서 그런지 배달이 좀 늦었네요,롯데리아-영등포역사점
31,3,2,4,맛있어요 잘먹었씁니다,롯데리아-영등포역사점
32,3,4,2,아..냉장고에 넣어둔거 가져온줄알았어요 주문할때마다 그래서 앞으론 에어프라이어에 돌려먹던 안시키든 해야겠네요..,롯데리아-영등포역사점
33,5,5,3,"기본으로 70분 부르는거 쫌 짜증나네요,,항상 70분이라 하고 랜덤으로 도착하고,, 그리고 간혹 시즈닝이나 스푼같은거 누락되네요,,",롯데리아-영등포역사점
34,3,3,3,지난번에는 치킨너겟 박스도 안주시더니 이번엔 넣으셨네요,롯데리아-영등포역사점
35,1,1,1,느려 너무,롯데리아-영등포역사점
36,1,1,1,시키지마세요 ㅋㅋ.,롯데리아-영등포역사점
37,3,4,3,가장 한산한 시간 (새벽 3:30분)에 시켰음에도 50분 꽉 채워서 배달해줌 ㅠㅠ 모짜렐라 다 식어서 차가운 상태로 옴. 감튀 식은건 말로 할수 없고.... ㅠㅠ,롯데리아-영등포역사점
38,1,2,2,치즈버거 두개 쌓아서 먹는 텁텁한 그맛,롯데리아-영등포역사점
39,1,1,1,별하나도 아까운 배달속도..결국 먹지못하고 포기하고 출근함,롯데리아-영등포역사점
40,4,2,3,양은 적고 맛은보통 흠,롯데리아-영등포역사점
41,3,5,5,쏘쏘ㅎ 양이랑 소스가 조금 부족해요,롯데리아-영등포역사점
42,1,1,1,햄버거먹는데 양파나 마요네즈 포장지같은 비닐나왔는데 어떻게하실건가요 ? 연락주세요,롯데리아-영등포역사점
43,3,4,3,..........,롯데리아-영등포역사점
44,2,2,1,늦어서 다 식었어요 프로마인드 답게 일합시다..,롯데리아-영등포역사점
45,3,2,5,동생은 이게 뭐라고 그렇게 먹는지 참,롯데리아-영등포역사점
46,3,3,5,음...롯데리아 자체가 맛이 없는게 아니라 그냥 이메뉴가 별로임...그냥 롯데리아에서 더블블고기 버거 드십쇼 여러분,롯데리아-영등포역사점
47,4,4,3,배달 한시간 십분 걸린다고 햄ㅅ는데 더 늦어서 아사할뽄 했지만 그래도 따뜻하게 와서 ㄱㅊ,롯데리아-영등포역사점
48,2,3,4,문제부터 말씀드릴께요. 콘셀러드가 오지않았습니다... 군데리아 버거는... 제가 롯데리아 제품을 거리낌없이 다 좋아하는데 이번껀 정말 맛이 없네요... 개인적으로 가성비가 나쁜 폴더버거보다도 비빌 수 없을 정도로 맛이 없습니다...,롯데리아-영등포역사점
49,3,3,3,감튀는 항상 눅눅하네요,롯데리아-영등포역사점
50,1,5,1,ㄲㄲㄲㄲㄲㄲㄲㄲㄲㄲㄲㄲㄲ,롯데리아-영등포역사점
51,1,1,1,배달하는인간 정말 어이가 없네요 영수증에 주소 다 나와있는데 지가못봐놓고 왜 와서 욕을하는건지 자주 시켜먹던곳인데 앞으론 걸러야겠습니다,롯데리아-영등포역사점
52,3,3,3,버거빵이 쭈글쭈글 감튀 눅눅,롯데리아-영등포역사점
53,1,1,5,이거 뭐에요? 그렇게 포장하고 배달하는거에요?,롯데리아-영등포역사점
54,1,3,2,빅불버거 너무짜고 감튀는....,롯데리아-영등포역사점
55,5,5,3,맛있었습니다 어제 햄버거 만드신 분 적절한 소스와 야채가 굿이었습니다,롯데리아-영등포역사점
56,5,5,3,역시 불고기버거는 인생버거 입니다,롯데리아-영등포역사점
57,1,1,1,배달 문앞에놓고 문자좀 남겨달라고 요청했는데 뭐 장난하나 배달알바 교육좀 시켜요,롯데리아-영등포역사점
58,4,2,3,꺼어어어어어어어어어억,롯데리아-영등포역사점
59,4,4,2,배달이 조금 늦는거 빼고는 좋아요,롯데리아-영등포역사점
60,1,1,1,"배달 시킨지 한시간 더 걸려서 왔고, 전화 하니 그때 보냈지 싶음",롯데리아-영등포역사점
61,5,5,1,배달이 늦게 되여서 살짝 아쉽네요,롯데리아-영등포역사점
62,4,4,2,눅눅하고..비가와서어쩔수없지만,롯데리아-영등포역사점
63,1,1,1,양념감자 2개 시켰는데 양념 하나도 안왔네요 케찹도 없어서 그냥 먹었습니다. 전화 10통은 한 것 같은데 절대 안 받으시네요 ㅋㅋㅋㅋㅋㅋ 다신 안 시킵니다!,롯데리아-영등포역사점
64,2,2,4,와 깜짝 놀랐네 ㅋㅋㅋ 햄버거 무슨 버거킹 주니어 수준 크기에 팥빙수 이거 제대로 준거 맞냐? ㅋㅋㅋ 역시 롯데는 믿거다 ㅅ ㅂㅂ,롯데리아-영등포역사점
65,3,4,3,집 근처에 있는 롯데리아인데도 불구하고 배달이 상대적으로 늦게 왔어요... 다 괜찮은데 감자튀김 눅눅했구요 차킨 조각은 좀 덜 익었더라구요... 콜라도 탄산 넣은 맹물맛... 배달오면서 얼음이 좀 녹았나봐요 ㅠㅠㅠㅠ 이러한 아쉬운 점 빼고는 뭐 그럭저럭! 다음부터 롯데리아는 매장에 직접 찾아가서 먹어야겠어요~,롯데리아-영등포역사점
66,3,3,5,다른건 이상없는데 콜라에서 왜 맹물맛이 나나요?? 내용물 확인해보니 분명 콜라색깔인데 탄산 들어간 물맛만 납니다 어떻게 된건가요,롯데리아-영등포역사점
67,1,1,1,양이 생각보다 작네요 맛도 그냥 별로..,롯데리아-영등포역사점
68,3,3,3,양파있는거같네요!양상추없어도넘없는거같네요..실망했습니다!맛은디게맛나는데ㅜㅜ,롯데리아-영등포역사점
69,4,3,4,맛나요~ 롯데리아 먹을만함,롯데리아-영등포역사점
70,5,1,5,이벤트 행사 좋아요,롯데리아-영등포역사점
71,4,4,3,아이스크림을 빼놓고 오셔서 저나하니 새로 해다드리고 아이스크림 값 다시 돌려주신다 하시길래ᆢ걍냅두고 담에 써비스 더주라 했네요~^^말씀하시는게 넘 이뻐서~~^^,롯데리아-영등포역사점
72,1,5,1,겨울도 아닌데 다 식어서 오는건 대체 이유가 뭔가요. 전자레인지에 데워서 먹으라구요?,롯데리아-월드점
73,5,5,3,늦게와서 감튀 다식음요,롯데리아-월드점
74,4,5,3,맛있었어요!! 다음에시킬께요,롯데리아-월드점
75,1,5,5,사진이라서 저정도지 치킨을 얼마나 튀겼는지 뜯자마자 꺼무튀튀한게 나와서 놀람 인근 다른매장에서도 자주 먹었는데 이정도는 아니었는데...,롯데리아-월드점
76,3,3,3,Good👍👍👍👍👍👍,롯데리아-월드점
77,4,4,2,배달이매우느립니다 맛있고비쌉니다ㅎㅎ,롯데리아-월드점
78,3,3,3,.,롯데리아-월드점
79,5,5,2,롯데리아 한우불고기버거,롯데리아-월드점
80,1,1,1,다식어서옴,롯데리아-월드점
81,5,4,3,조금 흔들려서 온것같긴한데 맛나게 먹었어요,롯데리아-월드점
82,1,2,1,1시간도 넘어서 배달이 왔고 감자도 햄버거도 다 식어서 왔어요,롯데리아-월드점
83,2,3,2,요청사항 안 들어주시고 빨리 배달주셔서 다 식었습니다.그건 둘째치고 데리버거랑 한우불고기세트 둘 다 소스맛으로 먹는건데 소스가 정말 조금 들어있어서 맛이 없네요..,롯데리아-월드점
84,1,5,1,픽업을 일찍하시고 여러군데 다녀오셨는지 배달시간보다 마니 늦었고 다 식어서왔어요 감자는 먹을수가없네요,롯데리아-월드점
85,1,5,5,너무맛이없어요ㅜㅜ정말,롯데리아-월드점
86,4,5,3,배달이 조금 늦어서 식은채로 와서 조금 아쉬웠구 쉑쉑치킨 먹어봤는데 약간 호불호 갈리는 맛인거 같아요,롯데리아-월드점
87,1,1,3,햄버거는 양도 적고 맛도 없고 양념감자는 감자가 엄청 퍽퍽하고 시즈닝도 잘 안발리고 심지어 한개는 봉지도 불량이라 가루 다 샜네요 다시는 안시켜먹을듯요,롯데리아-월드점
88,4,4,3,패티를 꼭 추가하셔야 괜찮게 먹을수있어요 양이 부족해요,롯데리아-월드점
89,3,3,3,..........,롯데리아-월드점
90,3,3,3,조아요 ㅠㅠ항상 만족하고잇어요!! 가끔품절일때도잇지만 그래도 ㅋㅋ 맛잇으니까매일시켜먹습니다,롯데리아-월드점
91,3,5,5,군대생각나서딱한번먹을정도 그이상도그이하도ㅜ,롯데리아-월드점
92,4,3,3,맛있어요 감자양이적어요,롯데리아-월드점
93,3,4,5,햄버거는 괜찮았는데 치킨이 너무 퍽퍽한 편입니다,롯데리아-월드점
94,4,3,5,맛있게 잘먹었습니다 ㅎㅎ,롯데리아-월드점
95,1,1,5,아니 양념감자에 시즈닝 3개를 추가해서 시켰는데 시즈닝이 없이 오네요 그럼 이거 그냥 감자튀김 아닌가요? 이럴거면 그냥 감자튀김을 시키지 시즈닝을 3개나 추가해서 시켰는데 메뉴가 아예 다른 게 와버리네요 배달직원분만 친절하시고 나머지는 할 말이 없습니다 바쁘시더라도 포장하실 때 확인 해주세요,롯데리아-월드점
96,5,5,1,자주 시켜 먹는데 오늘은 기사님 잘 못인지 포장 문제인지 엉망으로 도착했네요 실망스럽습니다 다음에는 신경 좀 더 써주세요...,롯데리아-월드점
97,5,5,2,역시 맛은 있는데 오늘은 배달이 너무늦게왔네요~~ 배가고파 재일 빨리오는데로 시켰는데 거의 두배걸렸네요~~ㅠㅜ,롯데리아-월드점
98,5,5,2,바로 근천데 너무 늦게 왓어요ㅜ,롯데리아-월드점
99,4,5,2,치즈인더에그 거뭇거뭇하거니만 한입 무는데 기름냄새가 ㅠㅠ 안좋은 냄새 확 났어요 그리고 배달 해주시면 문을 두드리시던가 벨을 누르시던가 문자를 보내시던가 하셔야하는데 그냥 두고가심 제가 어케 알죠.... 관심법으로 알아야하나요ㅠㅠ,롯데리아-월드점
100,3,3,5,먹을만하고 배송빨라요,롯데리아-월드점
101,5,3,5,가격에 비해 양이 적음 그거 빼곤 마싯네 의외로,롯데리아-월드점
102,2,2,3,3개월만에 먹는 햄버거였는데 너무 아쉬웠어요 배달시간이 다른지점보다 짧아서 여기서 주문했는데 하나도 안따뜻하고 감튀도 눅눅했어요 채소는 어디든 다들 적지만 치킨패티 치킨살이 밀가루맛도 많이나고 지방덩어리같이 생긴 것들이 질기게 씹히는게 많아서 먹다뱉고 먹다뱉고 했어요 분명 먹어본 맛 시킨건데 어젠 너무 별로였습니다.... 넘 아쉬웠어요 ㅜㅜ,롯데리아-건대스타시티점
103,5,5,3,맛있어요 요청사항도 잘 들어주셔서 감사합니다 배달하시는 분은 정말 별로였네요ㅠㅠ,롯데리아-건대스타시티점
104,5,5,3,새우맛 잘 먹었네요.,롯데리아-건대스타시티점
105,1,1,1,더럽게배달*느리고 맛도 *없어,롯데리아-건대스타시티점
106,2,4,3,배달도 예상 시간보다 늦게 오고 음식도 다 식어서 감자튀김은 눅눅하고 차갑고 베이컨은 딱딱해서 다 부서지는 상태였습니다. 콜라가 제일 맛있었어요^^,롯데리아-건대스타시티점
107,3,3,3,롯데리아 점점 이상해져가는..,롯데리아-건대스타시티점
108,1,5,5,모짜렐라 인더 버거에 모짜렐라패티는 없고 새우패티가 들어가있네요? 새우버거 질색하는데 전화하기도 귀찮고 해서 그냥 버렸습니다. 바쁘셔서 그랬던 걸로 알겠습니다.,롯데리아-건대스타시티점
109,3,5,5,폴더블버거는 기대이하긴하네요 비주얼만 충격적임,롯데리아-건대스타시티점
110,2,2,4,궁금해서 먹어봤는데 으어..,롯데리아-건대스타시티점
111,3,4,3,맛있어요!!!!!!,롯데리아-건대스타시티점
112,4,4,1,배달이 너무 늦어서 한 시간 정도 걸려요. 감자튀김이 다 식었어요.,롯데리아-건대스타시티점
113,3,5,1,공지한 시간보다 좀 늦게 왔지만 이해했는데.. 팥빙수 뚜껑 열린채로 와서 보냉팩에 다 쏟겨있고 치우느라 제 뚜껑도 열리고 다른 통에 옮겨서 먹다가 맛없어서 걍 버림.. 다 쏟겨서 얼음맛밖에 안남 저번에 너무 맛있게 먹어서 기분 좋게 시켰는데.... 그래도 늘 요청사항 잘 들어주시고 버거는 맛있게 만들어주셔서 별 3개는 드림,롯데리아-건대스타시티점
114,5,2,1,배달은빨리오고 좋은데 이거 아메리카노 라지아니죠?ㅋㅋ 배달이잘못온거같은데 귀찮아서 그냥먹습니다,롯데리아-건대스타시티점
115,4,4,3,맛잇게 잘 먹엇습니다 예상보다 살짝 늦게 왓습니다,롯데리아-건대스타시티점
116,4,4,3,배달이 예상시간보다 20분정도 늦었어요 그래도 아침이니까 이해는 합니다..,롯데리아-건대스타시티점
117,5,4,3,배달이 조금 늦었지만 맛있어요 :),롯데리아-건대스타시티점
118,3,4,1,"햄버거는 문제없이 먹었는데 배달이 너무 늦었고, 감자는 푸석푸석한데다가 냄새나면 문제 있는거 아닌가요..?? 롯데리아 자주 이용하는데 이런적 처음이네요ㅠ",롯데리아-건대스타시티점
119,2,2,1,가격다르다는걸 이제 알았어요 .,롯데리아-숙대입구역점
120,4,5,1,맛도 괜찮고 양도 많았는데 배달이 별로네요 콜라 다 새가지고 콜라 담는 비닐안에 차서 컵 젖고 컵에 빨대 꼽기편하게 구멍 뚫어놓은거 같은데 거기로 다 새서 플라스틱 껴놓은거랑 비닐 사이에 콜라 차있어서 플라스틱 뚜껑 열자마자 콜라다 흘리고 짜증나더라구요,롯데리아-숙대입구역점
121,5,5,1,음식은 괜찮은데 왜 저번도 그렇고 이번도 그렇고.. 배달 시간 예정과는 다르게 2배 정도(30분 예상 -> 60분 후 도착)늦게 오고 다 식어올까요. 몰아서 한꺼번에 배달하나..? 대행사를 바꾸셔야 할 거같습니다 아쉽네요.,롯데리아-숙대입구역점
122,1,3,5,양념감자 주문했는데 감자만 오고 치즈가루는 없네요 그리고 햄버거 안에 있는 양상추는 너무 시들시들해서 맛도 이상하고 상한거 같았어요.. 너무 별로네요..,롯데리아-숙대입구역점
123,1,1,1,시킨지51분짼데아직안옴...,롯데리아-숙대입구역점
124,4,4,3,배달은 좀 늦었ㅇ어요. 다행히 사이드로 시킨 치즈스틱이 아직 식기 전이긴 햇네요. ㅎㅎ,롯데리아-숙대입구역점
125,3,3,3,너무너무 다 식어서 ㅠ 속상하지만..... 늦은시간에 시키긴했으니깐요ㅠ 감사히 잘먹었습니다!,롯데리아-숙대입구역점
126,5,5,1,편하게 잘먹지만 오늘은 배송하실때 막 다루셨는지 포장 바깥부터 안쪽까지 콜라가 넘쳐서 여기저기 섞였습니다. ㅡㅡ;;,롯데리아-숙대입구역점
127,1,1,1,언제와요......,롯데리아-숙대입구역점
128,5,3,5,역시 롯데리아 입니다,롯데리아-숙대입구역점
129,5,3,5,말이 필요 있나요,롯데리아-숙대입구역점
130,5,4,3,맛있어요 합리적인 가격,롯데리아-숙대입구역점
131,4,4,3,맛있었어요~예정시간보다 늦었지만,롯데리아-숙대입구역점
132,2,2,1,배달시간에 맞춰서 오지도 않고 음료에 얼음 빼달라고 했는데 얼음 넣어서 주시고 요청사항 하나도 안들어주시네요,롯데리아-숙대입구역점
133,5,5,1,배달기사가 요청사항을 읽지 않네요^^,롯데리아-숙대입구역점
134,5,3,5,배달도 잘 왔고 맛은 롯데리아 그맛!,롯데리아-숙대입구역점
135,2,3,5,이ㅎ ㅐ가. 안가는게 클래식 버거가.왜?비싼건가요? 누가.보도 아기 치즈햄버인데 테트어아 양파 파가 혹은.양상치추 정도는 넉넉히 쥐,롯데리아-숙대입구역점
136,5,5,2,"비가 내려 배달이 20분 늦게 왔지만 모,,딱히 안식고 맛있었어요 ! 이 버거 맛있어요..!",롯데리아-숙대입구역점
137,5,5,3,배달이 쫌늦었지만 맛있어서 용서됐어요,롯데리아-숙대입구역점
138,1,2,1,24시라서 좋아요! 배송료도 무료! 친절하시고! 음식도 정갈하고 👍 예요!,롯데리아-숙대입구역점
139,3,4,2,사진보고 주문했는데 그냥 그래요 특색없음..,롯데리아-숙대입구역점
140,4,5,3,9시도 안되서 시켰는데 배달이 많이 밀린건지 음식이 전부 식어서 왔음...다른곳에 전부 들러서 마지막 집인건지..암튼 치즈스틱이 툭툭 끊겨서 아이가 좋아하지 않았음...,롯데리아-숙대입구역점
141,2,2,2,"10,000원이 사실 적은 돈은 아니라고 생각이 드는데, 이 정도면 차라리 냉동치킨 사서 에어프라이기에 돌려먹는게 나을 것 같네요. 튀김 안에 있는 살은 용가X 치킨너겟보다 살짝 나은 정도지, 햄버거 패티로 들어가는 치킨 패티보다도 못하네요. 롯데리아에서 버거는 시켜먹을망정, 치킨류는 절대 시켜먹지 않을 것이고, 주변에도 이렇게 알리려구요. 아참, 매번 시킬 때마다 예상시간을 넘겨서 보내주시는 것을 보면 배달의 신속도도 떨어지다는 것도 알 수 있겠네요.",롯데리아-숙대입구역점
142,2,3,3,일단 한번 잘못왔구요 전화했더니 사과하시고 바로 다시해준다해서 사람이 하는일이니 알겠다하고 기다렸는데 첫배달보다 더 오래걸리고 음식도 식어있네요... 재주문을 할지는 모르겠네요,롯데리아-숙대입구역점
143,4,4,1,어떻게 배달이 올때마다 콜라가 한강이요.. 뜯어보면 콜라 절반들어있던 날도 있었어요. 이걸 어떻게 들고 오길래 매번 이런거죠?,롯데리아-숙대입구역점
144,2,2,1,;;;;;;;너무 늦게오네요;;;;;;; 배달예상 시간보다 40분 더 늦게 왔어요;;;;; 초인종이나 문자를 안줘서 도착한지도 몰랐어요 문 여니까 있더라고요 감자튀김이 식어서 눅눅해졌어요;;;;;;; 슬프네요 힝구.,롯데리아-숙대입구역점
145,1,5,5,버거한개 양파 빼고 달라고 했는데 다 넣어서 왔습니다,롯데리아-숙대입구역점
146,1,1,1,"***, 새벽 다섯시에 통화하면서 시끄럽게 벨 처누르지말라거 써놧는데 벨처누르고 코로나 비대면 안하나? 마스크도 안쓰고 먼생각이지 **** 햄버거 먹으려다 기분잡치내 **** 죄송합니다 어영부영 엘베타고 도망가고 ****다신 안시켜먹는다 ****",롯데리아-숙대입구역점
147,3,3,3,케찹 하나라도 주시지..많이 주시면 감사하겠습니다 했는데..,롯데리아-숙대입구역점
148,5,5,1,ㅋㅋㅋㅋㅋㅌㅌㅌㅌㄹㅎㅎ,롯데리아-숙대입구역점
149,5,5,3,👏👏👏👏👏👏👏👏:),롯데리아-숙대입구역점
150,5,5,3,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,롯데리아-숙대입구역점
151,2,2,4,그냥저냥 역시버거는 버거킹인듯,롯데리아-숙대입구역점
152,2,4,3,맛이 좀 심심해요 배달도 늦고,롯데리아-숙대입구역점
153,5,5,2,배달이 밀렸는지 다 식어서 도착.. ㅜㅜ,롯데리아-숙대입구역점
154,4,4,1,아니..배달이 너무늦는데 예정시간보다 뚜벅이가 배달하나요..?,롯데리아-숙대입구역점
155,1,1,1,"1시 16분에 시켰는데, 2시 37분에 왔구요 처음에 배달이 늦어지길래 숙대점으로 확인전화 부탁드렸는데, 해당 부분 확인해주신다고 하시고는 연락 없네요? 주소도 못찾으시고 전화와서 따지듯 말하는것도 그렇고 받은 음식도 저희가 주문한 것도 아니네요?????? 다시 숙대점으로 확인 부탁드렸고 전화주신다더니 또 연락없으셨구요. 그냥 기사님만 와서 원래주문한거랑 바꿔서 가지고 가셨어요. 배달지연된 부분이랑 잘못배달된 부분에 있어서 기사님도 그렇고 직원도 그렇고 응대가 너무 최악이네요. 직원분 진짜 왜 있는지 모르겠음. 다 최악임ㅡㅡ",롯데리아-숙대입구역점
156,2,3,1,밖이 추웠나 음식이 얼어서 왔네요 감튀가 바삭하다 못해 제 이가 바삭해질뻔...!,롯데리아-숙대입구역점
157,1,3,2,"한우불고기버거세트랑 불고기버거 아침에 시켜서 먹었는데, 감튀가 엄청 오래됬던거였나봐요 다 엉거붙어있고 엄청 딱딱해서 못먹고 다 버렸어요. 이른아침이긴햇지만(토요일오전8시) 매장 음식 상태좀 확실히 점검좀 해주셔야할거같네요. 최악이엇습니다.",롯데리아-숙대입구역점
158,3,3,3,-롯-,롯데리아-숙대입구역점
159,4,3,2,배달이 늦어 후라이즈가 식어서 눅눅해져 왔네요...양도 적고... 포장할때 봉투를 테이프로 붙혀서 주세요.,롯데리아-숙대입구역점
160,5,5,1,타 경쟁사로 갈아타는 이유... 어떻게 예정시간을 지키는 경우가 없는지 참~,롯데리아-숙대입구역점
161,1,1,1,제발 주소 좀 확인하시고 배달 해 주세요,롯데리아-숙대입구역점
162,1,1,1,다 식어빠진 햄버거 배달해주는거 보면 여름에도 다식어서 올거같음 여긴 ㅋㅋ,롯데리아-숙대입구역점
163,5,3,3,콘샐러드를 빼고 갖다주셨네요 다음에 시킬 때 보내주시기 바라겠습니다,롯데리아-숙대입구역점
164,2,3,2,다식어서 차가운버거와 후라이를 먹음. 너무 새벽이었나 생각하고있음.,롯데리아-숙대입구역점
165,1,5,1,배달예정보다 40~50분 늦게 왔네요 음식이 다 식었어요ㅜㅜㅜ 배고픈데도 음식이 식어서 맛을 못느끼겠네요,롯데리아-숙대입구역점
166,1,1,1,새벽이라 눈이 침침한가 한글 못읽어서 엉뚱한 곳 갔다오네 ㅋㅋ,롯데리아-숙대입구역점
167,4,3,4,식어서와서그닥...,롯데리아-숙대입구역점
168,1,3,1,배달이 너무 느렸어요 1시간이상 기다렸어요ㅠㅠ,롯데리아-숙대입구역점
169,2,2,4,감자가 눅눅해져서 맛도없고 감자양도 줄은거같네요 라지시켜도 이정도라니,롯데리아-숙대입구역점
170,3,3,1,30분 배달예정에 55분 배달도착,롯데리아-숙대입구역점
171,5,5,3,제 시간보다 배달이 늦어서 하나 뺐구요 올만에 버거 잘 먹었네요,롯데리아-숙대입구역점
172,3,3,1,맛은 좀 식은 거 빼고 그럭저럭 먹을만 했는데요 배달이 30분이나 늦게왔네요 ㅋㅋ... 급해서 30분 걸리는 곳 일부러 고른건데 한 시간이나 기다려서 ㅋㅋ.. 다음부터는 급할 때 절대 안 시킬 것 같네요~,롯데리아-숙대입구역점
173,5,5,1,배달 늦게옴 어디 들렸다오셨는지 습기가 너무차서 축축해진 감자튀김 봉투 흔들다가 찢어지고,롯데리아-숙대입구역점
174,4,4,3,기다리다 밥하고 반찬 다 만들어 놓으니 버거 왔내요... ㅋㅋ 밥은 점심때 먹어야하내요... ㅎㅎ,롯데리아-숙대입구역점
175,5,5,3,오늘은 좀 예상시간보다 15분 늦었네요.,롯데리아-숙대입구역점
176,3,4,1,배달 30분이 아니라 50분 넘어서 도착하더라구요...패스트푸드가 아니라 슬로우푸드인 줄..,롯데리아-숙대입구역점
177,5,5,1,음식이 많이 식어서 오내요 ㅠㅠ,롯데리아-숙대입구역점
178,5,3,5,맛은있는데 가격에 비해서 양이좀 아쉽네요,롯데리아-숙대입구역점
179,3,5,5,티렉스 완전 오래된 거...,롯데리아-숙대입구역점
180,4,3,4,맛있어요. 다음에 또시키려구요,롯데리아-숙대입구역점
181,4,3,4,롯데리아 치킨 처음먹어봣는데 기대이상이였어요!! 잘먹었습니다,롯데리아-숙대입구역점
182,3,3,3,양념감자 매장에서는 2000원인데 왜 2600원 받아요? 배달비도 다 내는데?,롯데리아-숙대입구역점
183,3,5,5,밀리터리버거처음먹는데기대를너무많이했나봐요. 근데 우리 아이는야채빼고만들어먹을수있다고좋아하네요. 물론 다 남겼지만요 ㅠ,롯데리아-숙대입구역점
184,3,4,3,맛은 있었는데 음식이 다 식어서 왔어요ㅠ,롯데리아-숙대입구역점
185,5,5,1,배달이 늦게와서 감자튀김이 눅눅해져있었고 아이스크림도 녹아있었어요 ㅠㅠ,롯데리아-숙대입구역점
186,1,1,1,주문이 밀렸으면 받지말아야되는거아닌가요? 11시47분에 시켰는데 1시에 받은게 기가막히네요. 콜라 빨대도없네요...,롯데리아-숙대입구역점
187,4,4,1,배달이 너무 늦게와요. 요기요 실망,롯데리아-숙대입구역점
188,2,2,1,불친절 불친절 불친절 불친절,롯데리아-숙대입구역점
